NAME_1,tn,fp,fn,tp,population,accuracy,prevalence,precision,npv,recall,specificity,f1
Amnat Charoen,0,0,100,0,100,0.0,0.0,0,0,0.0,0,0.0
Ang Thong,100,0,0,0,100,1.0,0.0,0,1,0.0,1,0.0
Bangkok Metropolis,0,0,0,100,100,1.0,1.0,1,0,1.0,0,1.0
Bueng Kan,100,0,0,0,100,1.0,0.0,0,1,0.0,1,0.0
Buri Ram,100,0,0,0,100,1.0,0.0,0,1,0.0,1,0.0
Chachoengsao,0,0,76,24,100,0.24,0.24,1,0,0.24,0,0.3870967741935484
Chai Nat,100,0,0,0,100,1.0,0.0,0,1,0.0,1,0.0
Chaiyaphum,100,0,0,0,100,1.0,0.0,0,1,0.0,1,0.0
Chanthaburi,100,0,0,0,100,1.0,0.0,0,1,0.0,1,0.0
Chiang Mai,0,0,65,35,100,0.35,0.35,1,0,0.35,0,0.5185185185185185
Chiang Rai,0,0,85,15,100,0.15,0.15,1,0,0.15,0,0.2608695652173913
Chon Buri,0,0,83,17,100,0.17,0.17,1,0,0.17,0,0.2905982905982906
Chumphon,100,0,0,0,100,1.0,0.0,0,1,0.0,1,0.0
Kalasin,100,0,0,0,100,1.0,0.0,0,1,0.0,1,0.0
Kamphaeng Phet,100,0,0,0,100,1.0,0.0,0,1,0.0,1,0.0
Kanchanaburi,100,0,0,0,100,1.0,0.0,0,1,0.0,1,0.0
Khon Kaen,100,0,0,0,100,1.0,0.0,0,1,0.0,1,0.0
Krabi,100,0,0,0,100,1.0,0.0,0,1,0.0,1,0.0
Lampang,0,0,100,0,100,0.0,0.0,0,0,0.0,0,0.0
Lamphun,0,0,86,14,100,0.14,0.14,1,0,0.14,0,0.24561403508771928
Loei,100,0,0,0,100,1.0,0.0,0,1,0.0,1,0.0
Lop Buri,100,0,0,0,100,1.0,0.0,0,1,0.0,1,0.0
Mae Hong Son,100,0,0,0,100,1.0,0.0,0,1,0.0,1,0.0
Maha Sarakham,100,0,0,0,100,1.0,0.0,0,1,0.0,1,0.0
Mukdahan,100,0,0,0,100,1.0,0.0,0,1,0.0,1,0.0
Nakhon Nayok,100,0,0,0,100,1.0,0.0,0,1,0.0,1,0.0
Nakhon Pathom,0,0,100,0,100,0.0,0.0,0,0,0.0,0,0.0
Nakhon Phanom,100,0,0,0,100,1.0,0.0,0,1,0.0,1,0.0
Nakhon Ratchasima,100,0,0,0,100,1.0,0.0,0,1,0.0,1,0.0
Nakhon Sawan,100,0,0,0,100,1.0,0.0,0,1,0.0,1,0.0
Nakhon Si Thammarat,100,0,0,0,100,1.0,0.0,0,1,0.0,1,0.0
Nan,100,0,0,0,100,1.0,0.0,0,1,0.0,1,0.0
Narathiwat,0,0,35,65,100,0.65,0.65,1,0,0.65,0,0.787878787878788
Nong Bua Lam Phu,100,0,0,0,100,1.0,0.0,0,1,0.0,1,0.0
Nong Khai,100,0,0,0,100,1.0,0.0,0,1,0.0,1,0.0
Nonthaburi,0,0,8,92,100,0.92,0.92,1,0,0.92,0,0.9583333333333334
Pathum Thani,0,0,93,7,100,0.07,0.07,1,0,0.07,0,0.13084112149532712
Pattani,0,0,77,23,100,0.23,0.23,1,0,0.23,0,0.3739837398373984
Phangnga,100,0,0,0,100,1.0,0.0,0,1,0.0,1,0.0
Phatthalung,100,0,0,0,100,1.0,0.0,0,1,0.0,1,0.0
Phayao,100,0,0,0,100,1.0,0.0,0,1,0.0,1,0.0
Phetchabun,0,0,52,48,100,0.48,0.48,1,0,0.48,0,0.6486486486486487
Phetchaburi,100,0,0,0,100,1.0,0.0,0,1,0.0,1,0.0
Phichit,100,0,0,0,100,1.0,0.0,0,1,0.0,1,0.0
Phitsanulok,100,0,0,0,100,1.0,0.0,0,1,0.0,1,0.0
Phra Nakhon Si Ayutthaya,100,0,0,0,100,1.0,0.0,0,1,0.0,1,0.0
Phrae,100,0,0,0,100,1.0,0.0,0,1,0.0,1,0.0
Phuket,100,0,0,0,100,1.0,0.0,0,1,0.0,1,0.0
Prachin Buri,100,0,0,0,100,1.0,0.0,0,1,0.0,1,0.0
Prachuap Khiri Khan,100,0,0,0,100,1.0,0.0,0,1,0.0,1,0.0
Ranong,100,0,0,0,100,1.0,0.0,0,1,0.0,1,0.0
Ratchaburi,100,0,0,0,100,1.0,0.0,0,1,0.0,1,0.0
Rayong,0,0,100,0,100,0.0,0.0,0,0,0.0,0,0.0
Roi Et,100,0,0,0,100,1.0,0.0,0,1,0.0,1,0.0
Sa Kaeo,100,0,0,0,100,1.0,0.0,0,1,0.0,1,0.0
Sakon Nakhon,100,0,0,0,100,1.0,0.0,0,1,0.0,1,0.0
Samut Prakan,0,0,23,77,100,0.77,0.77,1,0,0.77,0,0.8700564971751412
Samut Sakhon,0,0,14,86,100,0.86,0.86,1,0,0.86,0,0.924731182795699
Samut Songkhram,0,0,100,0,100,0.0,0.0,0,0,0.0,0,0.0
Saraburi,100,0,0,0,100,1.0,0.0,0,1,0.0,1,0.0
Satun,100,0,0,0,100,1.0,0.0,0,1,0.0,1,0.0
Si Sa Ket,0,0,100,0,100,0.0,0.0,0,0,0.0,0,0.0
Sing Buri,100,0,0,0,100,1.0,0.0,0,1,0.0,1,0.0
Songkhla,100,0,0,0,100,1.0,0.0,0,1,0.0,1,0.0
Sukhothai,100,0,0,0,100,1.0,0.0,0,1,0.0,1,0.0
Suphan Buri,100,0,0,0,100,1.0,0.0,0,1,0.0,1,0.0
Surat Thani,100,0,0,0,100,1.0,0.0,0,1,0.0,1,0.0
Surin,100,0,0,0,100,1.0,0.0,0,1,0.0,1,0.0
Tak,100,0,0,0,100,1.0,0.0,0,1,0.0,1,0.0
Trang,100,0,0,0,100,1.0,0.0,0,1,0.0,1,0.0
Trat,100,0,0,0,100,1.0,0.0,0,1,0.0,1,0.0
Ubon Ratchathani,0,0,75,25,100,0.25,0.25,1,0,0.25,0,0.4
Udon Thani,100,0,0,0,100,1.0,0.0,0,1,0.0,1,0.0
Uthai Thani,100,0,0,0,100,1.0,0.0,0,1,0.0,1,0.0
Uttaradit,100,0,0,0,100,1.0,0.0,0,1,0.0,1,0.0
Yala,0,0,77,23,100,0.23,0.23,1,0,0.23,0,0.3739837398373984
Yasothon,100,0,0,0,100,1.0,0.0,0,1,0.0,1,0.0
