NAME_1,tn,fp,fn,tp,population,accuracy,prevalence,precision,npv,recall,specificity,f1
Amnat Charoen,100,0,0,0,100,1.0,0.0,0,1,0.0,1.0,0.0
Ang Thong,100,0,0,0,100,1.0,0.0,0,1,0.0,1.0,0.0
Bangkok Metropolis,0,0,92,8,100,0.08,0.08,1,0,0.08,0.0,0.14814814814814814
Bueng Kan,100,0,0,0,100,1.0,0.0,0,1,0.0,1.0,0.0
Buri Ram,100,0,0,0,100,1.0,0.0,0,1,0.0,1.0,0.0
Chachoengsao,100,0,0,0,100,1.0,0.0,0,1,0.0,1.0,0.0
Chai Nat,0,0,93,7,100,0.07,0.07,1,0,0.07,0.0,0.13084112149532712
Chaiyaphum,100,0,0,0,100,1.0,0.0,0,1,0.0,1.0,0.0
Chanthaburi,100,0,0,0,100,1.0,0.0,0,1,0.0,1.0,0.0
Chiang Mai,100,0,0,0,100,1.0,0.0,0,1,0.0,1.0,0.0
Chiang Rai,100,0,0,0,100,1.0,0.0,0,1,0.0,1.0,0.0
Chon Buri,100,0,0,0,100,1.0,0.0,0,1,0.0,1.0,0.0
Chumphon,100,0,0,0,100,1.0,0.0,0,1,0.0,1.0,0.0
Kalasin,95,5,0,0,100,0.95,0.05,0,1,0.0,0.95,0.0
Kamphaeng Phet,100,0,0,0,100,1.0,0.0,0,1,0.0,1.0,0.0
Kanchanaburi,99,1,0,0,100,0.99,0.01,0,1,0.0,0.99,0.0
Khon Kaen,100,0,0,0,100,1.0,0.0,0,1,0.0,1.0,0.0
Krabi,100,0,0,0,100,1.0,0.0,0,1,0.0,1.0,0.0
Lampang,0,0,99,1,100,0.01,0.01,1,0,0.01,0.0,0.019801980198019802
Lamphun,99,1,0,0,100,0.99,0.01,0,1,0.0,0.99,0.0
Loei,100,0,0,0,100,1.0,0.0,0,1,0.0,1.0,0.0
Lop Buri,100,0,0,0,100,1.0,0.0,0,1,0.0,1.0,0.0
Mae Hong Son,100,0,0,0,100,1.0,0.0,0,1,0.0,1.0,0.0
Maha Sarakham,0,0,94,6,100,0.06,0.06,1,0,0.06,0.0,0.11320754716981131
Mukdahan,98,2,0,0,100,0.98,0.02,0,1,0.0,0.98,0.0
Nakhon Nayok,100,0,0,0,100,1.0,0.0,0,1,0.0,1.0,0.0
Nakhon Pathom,100,0,0,0,100,1.0,0.0,0,1,0.0,1.0,0.0
Nakhon Phanom,98,2,0,0,100,0.98,0.02,0,1,0.0,0.98,0.0
Nakhon Ratchasima,100,0,0,0,100,1.0,0.0,0,1,0.0,1.0,0.0
Nakhon Sawan,100,0,0,0,100,1.0,0.0,0,1,0.0,1.0,0.0
Nakhon Si Thammarat,97,3,0,0,100,0.97,0.03,0,1,0.0,0.97,0.0
Nan,100,0,0,0,100,1.0,0.0,0,1,0.0,1.0,0.0
Narathiwat,100,0,0,0,100,1.0,0.0,0,1,0.0,1.0,0.0
Nong Bua Lam Phu,96,4,0,0,100,0.96,0.04,0,1,0.0,0.96,0.0
Nong Khai,99,1,0,0,100,0.99,0.01,0,1,0.0,0.99,0.0
Nonthaburi,99,1,0,0,100,0.99,0.01,0,1,0.0,0.99,0.0
Pathum Thani,100,0,0,0,100,1.0,0.0,0,1,0.0,1.0,0.0
Pattani,96,4,0,0,100,0.96,0.04,0,1,0.0,0.96,0.0
Phangnga,100,0,0,0,100,1.0,0.0,0,1,0.0,1.0,0.0
